frameID,strength,trackID1,trackID2
17,0.1,10,9
18,0.1,3,4
18,0.1,3,9
18,0.1,3,10
18,0.1,4,3
18,0.1,4,9
18,0.1,4,10
18,0.1,9,3
18,0.1,9,4
18,0.1,9,10
18,0.1,10,3
18,0.1,10,4
18,0.1,10,9
19,0.1,3,4
19,0.1,3,9
19,0.1,3,12
19,0.1,4,3
19,0.1,4,9
19,0.1,4,12
19,0.1,9,3
19,0.1,9,4
19,0.1,9,12
19,0.1,12,3
19,0.1,12,4
19,0.1,12,9
20,0.1,3,4
20,0.1,3,9
20,0.1,3,12
20,0.1,4,3
20,0.1,4,9
20,0.1,4,12
20,0.1,9,3
20,0.1,9,4
20,0.1,9,12
20,0.1,12,3
20,0.1,12,4
20,0.1,12,9
21,0.1,3,4
21,0.1,3,9
21,0.1,3,12
21,0.1,4,3
21,0.1,4,9
21,0.1,4,12
21,0.1,9,3
21,0.1,9,4
21,0.1,9,12
21,0.1,12,3
21,0.1,12,4
21,0.1,12,9
22,0.1,3,4
22,0.1,3,9
22,0.1,4,3
22,0.1,4,9
22,0.1,9,3
22,0.1,9,4
23,0.1,3,4
23,0.1,4,3
24,0.1,3,4
24,0.1,3,9
24,0.1,4,3
24,0.1,4,9
24,0.1,9,3
24,0.1,9,4
25,0.1,3,4
25,0.1,3,9
25,0.1,4,3
25,0.1,4,9
25,0.1,9,3
25,0.1,9,4
26,0.1,3,4
26,0.1,3,9
26,0.1,3,15
26,0.1,4,3
26,0.1,4,9
26,0.1,4,15
26,0.1,9,3
26,0.1,9,4
26,0.1,9,15
26,0.1,15,3
26,0.1,15,4
26,0.1,15,9
27,0.1,3,4
27,0.1,3,9
27,0.1,3,15
27,0.1,4,3
27,0.1,4,9
27,0.1,4,15
27,0.1,9,3
27,0.1,9,4
27,0.1,9,15
27,0.1,15,3
27,0.1,15,4
27,0.1,15,9
28,0.1,3,4
28,0.1,3,9
28,0.1,4,3
28,0.1,4,9
28,0.1,9,3
28,0.1,9,4
29,0.1,3,4
29,0.1,3,9
29,0.1,3,10
29,0.1,4,3
29,0.1,4,9
29,0.1,4,10
29,0.1,9,3
29,0.1,9,4
29,0.1,9,10
29,0.1,10,3
29,0.1,10,4
29,0.1,10,9
30,0.1,3,4
30,0.1,3,10
30,0.1,4,3
30,0.1,4,10
30,0.1,10,3
30,0.1,10,4
31,0.1,3,4
31,0.1,3,10
31,0.1,4,3
31,0.1,4,10
31,0.1,10,3
31,0.1,10,4
32,0.1,3,4
32,0.1,3,9
32,0.1,4,3
32,0.1,4,9
32,0.1,9,3
32,0.1,9,4
33,0.1,3,4
33,0.1,3,9
33,0.1,3,15
33,0.1,4,3
33,0.1,4,9
33,0.1,4,15
33,0.1,9,3
33,0.1,9,4
33,0.1,9,15
33,0.1,15,3
33,0.1,15,4
33,0.1,15,9
34,0.1,3,4
34,0.1,3,15
34,0.1,4,3
34,0.1,4,15
34,0.1,15,3
34,0.1,15,4
35,0.1,3,4
35,0.1,4,3
36,0.1,3,4
36,0.1,4,3
37,0.1,3,4
37,0.1,3,9
37,0.1,4,3
37,0.1,4,9
37,0.1,9,3
37,0.1,9,4
38,0.1,3,4
38,0.1,3,9
38,0.1,4,3
38,0.1,4,9
38,0.1,9,3
38,0.1,9,4
39,0.1,3,4
39,0.1,3,9
39,0.1,4,3
39,0.1,4,9
39,0.1,9,3
39,0.1,9,4
40,0.1,3,4
40,0.1,3,9
40,0.1,4,3
40,0.1,4,9
40,0.1,9,3
40,0.1,9,4
41,0.1,3,4
41,0.1,3,9
41,0.1,4,3
41,0.1,4,9
41,0.1,9,3
41,0.1,9,4
42,0.1,3,4
42,0.1,3,9
42,0.1,4,3
42,0.1,4,9
42,0.1,9,3
42,0.1,9,4
43,0.1,3,4
43,0.1,4,3
45,0.1,21,22
45,0.1,21,24
45,0.1,21,27
45,0.1,21,28
45,0.1,21,29
45,0.1,22,21
45,0.1,22,24
45,0.1,22,27
45,0.1,22,28
45,0.1,22,29
45,0.1,24,21
45,0.1,24,22
45,0.1,24,27
45,0.1,24,28
45,0.1,24,29
45,0.1,27,21
45,0.1,27,22
45,0.1,27,24
45,0.1,27,28
45,0.1,27,29
45,0.1,28,21
45,0.1,28,22
45,0.1,28,24
45,0.1,28,27
45,0.1,28,29
45,0.1,29,21
45,0.1,29,22
45,0.1,29,24
45,0.1,29,27
45,0.1,29,28
46,0.1,21,22
46,0.1,21,24
46,0.1,21,27
46,0.1,21,28
46,0.1,21,29
46,0.1,22,21
46,0.1,22,24
46,0.1,22,27
46,0.1,22,28
46,0.1,22,29
46,0.1,24,21
46,0.1,24,22
46,0.1,24,27
46,0.1,24,28
46,0.1,24,29
46,0.1,27,21
46,0.1,27,22
46,0.1,27,24
46,0.1,27,28
46,0.1,27,29
46,0.1,28,21
46,0.1,28,22
46,0.1,28,24
46,0.1,28,27
46,0.1,28,29
46,0.1,29,21
46,0.1,29,22
46,0.1,29,24
46,0.1,29,27
46,0.1,29,28
47,0.1,21,22
47,0.1,21,24
47,0.1,21,27
47,0.1,21,28
47,0.1,21,29
47,0.1,22,21
47,0.1,22,24
47,0.1,22,27
47,0.1,22,28
47,0.1,22,29
47,0.1,24,21
47,0.1,24,22
47,0.1,24,27
47,0.1,24,28
47,0.1,24,29
47,0.1,27,21
47,0.1,27,22
47,0.1,27,24
47,0.1,27,28
47,0.1,27,29
47,0.1,28,21
47,0.1,28,22
47,0.1,28,24
47,0.1,28,27
47,0.1,28,29
47,0.1,29,21
47,0.1,29,22
47,0.1,29,24
47,0.1,29,27
47,0.1,29,28
48,0.1,21,22
48,0.1,21,24
48,0.1,21,27
48,0.1,21,28
48,0.1,21,29
48,0.1,21,30
48,0.1,21,31
48,0.1,22,21
48,0.1,22,24
48,0.1,22,27
48,0.1,22,28
48,0.1,22,29
48,0.1,22,30
48,0.1,22,31
48,0.1,24,21
48,0.1,24,22
48,0.1,24,27
48,0.1,24,28
48,0.1,24,29
48,0.1,24,30
48,0.1,24,31
48,0.1,27,21
48,0.1,27,22
48,0.1,27,24
48,0.1,27,28
48,0.1,27,29
48,0.1,27,30
48,0.1,27,31
48,0.1,28,21
48,0.1,28,22
48,0.1,28,24
48,0.1,28,27
48,0.1,28,29
48,0.1,28,30
48,0.1,28,31
48,0.1,29,21
48,0.1,29,22
48,0.1,29,24
48,0.1,29,27
48,0.1,29,28
48,0.1,29,30
48,0.1,29,31
48,0.1,30,21
48,0.1,30,22
48,0.1,30,24
48,0.1,30,27
48,0.1,30,28
48,0.1,30,29
48,0.1,30,31
48,0.1,31,21
48,0.1,31,22
48,0.1,31,24
48,0.1,31,27
48,0.1,31,28
48,0.1,31,29
48,0.1,31,30
49,0.1,21,27
49,0.1,21,28
49,0.1,21,29
49,0.1,21,30
49,0.1,21,31
49,0.1,27,21
49,0.1,27,28
49,0.1,27,29
49,0.1,27,30
49,0.1,27,31
49,0.1,28,21
49,0.1,28,27
49,0.1,28,29
49,0.1,28,30
49,0.1,28,31
49,0.1,29,21
49,0.1,29,27
49,0.1,29,28
49,0.1,29,30
49,0.1,29,31
49,0.1,30,21
49,0.1,30,27
49,0.1,30,28
49,0.1,30,29
49,0.1,30,31
49,0.1,31,21
49,0.1,31,27
49,0.1,31,28
49,0.1,31,29
49,0.1,31,30
50,0.1,21,29
50,0.1,29,21
51,0.1,21,22
51,0.1,21,29
51,0.1,21,31
51,0.1,22,21
51,0.1,22,29
51,0.1,22,31
51,0.1,29,21
51,0.1,29,22
51,0.1,29,31
51,0.1,31,21
51,0.1,31,22
51,0.1,31,29
52,0.1,21,22
52,0.1,21,31
52,0.1,21,35
52,0.1,22,21
52,0.1,22,31
52,0.1,22,35
52,0.1,31,21
52,0.1,31,22
52,0.1,31,35
52,0.1,35,21
52,0.1,35,22
52,0.1,35,31
53,0.1,21,22
53,0.1,21,31
53,0.1,21,35
53,0.1,22,21
53,0.1,22,31
53,0.1,22,35
53,0.1,31,21
53,0.1,31,22
53,0.1,31,35
53,0.1,35,21
53,0.1,35,22
53,0.1,35,31
54,0.1,21,22
54,0.1,21,27
54,0.1,21,31
54,0.1,21,35
54,0.1,22,21
54,0.1,22,27
54,0.1,22,31
54,0.1,22,35
54,0.1,27,21
54,0.1,27,22
54,0.1,27,31
54,0.1,27,35
54,0.1,31,21
54,0.1,31,22
54,0.1,31,27
54,0.1,31,35
54,0.1,35,21
54,0.1,35,22
54,0.1,35,27
54,0.1,35,31
55,0.1,21,22
55,0.1,21,27
55,0.1,21,31
55,0.1,21,35
55,0.1,22,21
55,0.1,22,27
55,0.1,22,31
55,0.1,22,35
55,0.1,27,21
55,0.1,27,22
55,0.1,27,31
55,0.1,27,35
55,0.1,31,21
55,0.1,31,22
55,0.1,31,27
55,0.1,31,35
55,0.1,35,21
55,0.1,35,22
55,0.1,35,27
55,0.1,35,31
56,0.1,21,22
56,0.1,21,27
56,0.1,21,30
56,0.1,21,31
56,0.1,21,35
56,0.1,22,21
56,0.1,22,27
56,0.1,22,30
56,0.1,22,31
56,0.1,22,35
56,0.1,27,21
56,0.1,27,22
56,0.1,27,30
56,0.1,27,31
56,0.1,27,35
56,0.1,30,21
56,0.1,30,22
56,0.1,30,27
56,0.1,30,31
56,0.1,30,35
56,0.1,31,21
56,0.1,31,22
56,0.1,31,27
56,0.1,31,30
56,0.1,31,35
56,0.1,35,21
56,0.1,35,22
56,0.1,35,27
56,0.1,35,30
56,0.1,35,31
57,0.1,21,22
57,0.1,21,27
57,0.1,21,30
57,0.1,21,31
57,0.1,22,21
57,0.1,22,27
57,0.1,22,30
57,0.1,22,31
57,0.1,27,21
57,0.1,27,22
57,0.1,27,30
57,0.1,27,31
57,0.1,30,21
57,0.1,30,22
57,0.1,30,27
57,0.1,30,31
57,0.1,31,21
57,0.1,31,22
57,0.1,31,27
57,0.1,31,30
58,0.1,21,22
58,0.1,21,30
58,0.1,21,31
58,0.1,22,21
58,0.1,22,30
58,0.1,22,31
58,0.1,30,21
58,0.1,30,22
58,0.1,30,31
58,0.1,31,21
58,0.1,31,22
58,0.1,31,30
59,0.1,21,22
59,0.1,21,24
59,0.1,21,28
59,0.1,21,29
59,0.1,21,31
59,0.1,22,21
59,0.1,22,24
59,0.1,22,28
59,0.1,22,29
59,0.1,22,31
59,0.1,24,21
59,0.1,24,22
59,0.1,24,28
59,0.1,24,29
59,0.1,24,31
59,0.1,28,21
59,0.1,28,22
59,0.1,28,24
59,0.1,28,29
59,0.1,28,31
59,0.1,29,21
59,0.1,29,22
59,0.1,29,24
59,0.1,29,28
59,0.1,29,31
59,0.1,31,21
59,0.1,31,22
59,0.1,31,24
59,0.1,31,28
59,0.1,31,29
60,0.1,21,22
60,0.1,21,24
60,0.1,21,28
60,0.1,21,29
60,0.1,22,21
60,0.1,22,24
60,0.1,22,28
60,0.1,22,29
60,0.1,24,21
60,0.1,24,22
60,0.1,24,28
60,0.1,24,29
60,0.1,28,21
60,0.1,28,22
60,0.1,28,24
60,0.1,28,29
60,0.1,29,21
60,0.1,29,22
60,0.1,29,24
60,0.1,29,28
61,0.1,21,28
61,0.1,21,31
61,0.1,21,41
61,0.1,28,21
61,0.1,28,31
61,0.1,28,41
61,0.1,31,21
61,0.1,31,28
61,0.1,31,41
61,0.1,41,21
61,0.1,41,28
61,0.1,41,31
62,0.1,21,29
62,0.1,21,31
62,0.1,21,41
62,0.1,29,21
62,0.1,29,31
62,0.1,29,41
62,0.1,31,21
62,0.1,31,29
62,0.1,31,41
62,0.1,41,21
62,0.1,41,29
62,0.1,41,31
63,0.1,21,29
63,0.1,21,31
63,0.1,21,41
63,0.1,29,21
63,0.1,29,31
63,0.1,29,41
63,0.1,31,21
63,0.1,31,29
63,0.1,31,41
63,0.1,41,21
63,0.1,41,29
63,0.1,41,31
64,0.1,21,41
64,0.1,41,21
65,0.1,21,31
65,0.1,21,41
65,0.1,31,21
65,0.1,31,41
65,0.1,41,21
65,0.1,41,31
66,0.1,21,31
66,0.1,21,41
66,0.1,31,21
66,0.1,31,41
66,0.1,41,21
66,0.1,41,31
67,0.1,21,31
67,0.1,21,41
67,0.1,31,21
67,0.1,31,41
67,0.1,41,21
67,0.1,41,31
68,0.1,21,31
68,0.1,21,41
68,0.1,31,21
68,0.1,31,41
68,0.1,41,21
68,0.1,41,31
69,0.1,3,21
69,0.1,3,27
69,0.1,3,31
69,0.1,3,41
69,0.1,21,3
69,0.1,21,27
69,0.1,21,31
69,0.1,21,41
69,0.1,27,3
69,0.1,27,21
69,0.1,27,31
69,0.1,27,41
69,0.1,31,3
69,0.1,31,21
69,0.1,31,27
69,0.1,31,41
69,0.1,41,3
69,0.1,41,21
69,0.1,41,27
69,0.1,41,31
70,0.1,3,21
70,0.1,3,22
70,0.1,3,27
70,0.1,3,29
70,0.1,3,31
70,0.1,3,41
70,0.1,21,3
70,0.1,21,22
70,0.1,21,27
70,0.1,21,29
70,0.1,21,31
70,0.1,21,41
70,0.1,22,3
70,0.1,22,21
70,0.1,22,27
70,0.1,22,29
70,0.1,22,31
70,0.1,22,41
70,0.1,27,3
70,0.1,27,21
70,0.1,27,22
70,0.1,27,29
70,0.1,27,31
70,0.1,27,41
70,0.1,29,3
70,0.1,29,21
70,0.1,29,22
70,0.1,29,27
70,0.1,29,31
70,0.1,29,41
70,0.1,31,3
70,0.1,31,21
70,0.1,31,22
70,0.1,31,27
70,0.1,31,29
70,0.1,31,41
70,0.1,41,3
70,0.1,41,21
70,0.1,41,22
70,0.1,41,27
70,0.1,41,29
70,0.1,41,31
